age_to_use,0.4,2,10,25,50,75,90,98,99.6
0,8.445043441,9.585188848,10.85934342,11.77384628,12.76647488,13.80167865,14.83741752,16.4328628,18.0394201
0.1,9.577584305,10.78798243,12.15570875,13.14699853,14.23160103,15.37159885,16.52052553,18.30536582,20.11997929
0.2,10.55878637,11.81291934,13.24438187,14.29130739,15.44547266,16.66773318,17.90835853,19.85194242,21.84727342
0.3,11.35855426,12.63118225,14.09712357,15.17833298,16.37884716,17.65939094,18.96821213,21.03582999,23.1794902
0.4,11.96824161,13.237416,14.71168381,15.8075929,17.03268639,18.34851196,19.70248544,21.85919245,24.11752787
0.5,12.39860135,13.64693908,15.10820451,16.20241703,17.43346324,18.76446367,20.14303759,22.35693887,24.69844423
0.6,12.67589371,13.89115848,15.3238299,16.40397736,17.62657362,18.95683539,20.34340258,22.58813949,24.98620067
0.7,12.83718308,14.01230127,15.40675022,16.4648107,17.66927965,18.98777453,20.37052744,22.62688613,25.06172081
0.8,12.92594415,14.05864079,15.41093972,16.44316859,17.62460993,18.92539593,20.29767928,22.55442812,25.01428693
0.9,12.98416413,14.07601934,15.38694375,16.39321625,17.55086533,18.83251004,20.1923472,22.4457267,24.92667256
1,13.02588889,14.07942532,15.3510307,16.33228027,17.4666364,18.72913078,20.07605181,22.32473712,24.82539269
1.1,13.05396652,14.0716229,15.3060051,16.26327555,17.37502235,18.61860359,19.95241985,22.19554455,24.71499032
1.2,13.07118539,14.05532784,15.25461706,16.18905009,17.2790386,18.5041731,19.82496458,22.0621155,24.59990589
1.3,13.08028974,14.03322261,15.19958025,16.11240614,17.18164152,18.38901108,19.69711622,21.92833127,24.48451386
1.4,13.08397342,14.00794833,15.14356432,16.03609385,17.08572342,18.27621252,19.57221839,21.79798366,24.37311752
1.5,13.0848773,13.982101,15.08919197,15.96280968,16.99411269,18.1687971,19.45353043,21.67477751,24.26995169
1.6,13.08559035,13.95823191,15.03904046,15.89519942,16.90957854,18.06971575,19.34423518,21.56233967,24.17919295
1.7,13.08865446,13.93885222,14.99564742,15.83586552,16.83484039,17.981862,19.24745215,21.46423429,24.10497745
1.8,13.09657293,13.92644164,14.9615209,15.78737888,16.77258173,17.90808815,19.16625579,21.38398406,24.05142616
1.9,13.11151587,13.92313494,14.93880393,15.75192635,16.72507786,17.85081048,19.103256,21.32460813,24.02213467
2,13.13321359,13.92848847,14.92688398,15.72879606,16.69153405,17.80917935,19.05758409,21.28529002,24.0164735
2.1,13.1602225,13.94083656,14.92386006,15.71593046,16.66973838,17.78084294,19.02677427,21.26345313,24.03187499
2.2,13.19106219,13.9584992,14.92783818,15.71129161,16.65750936,17.76348843,19.00840615,21.25657562,24.06584447
2.3,13.22421974,13.97978302,14.93692946,15.71285749,16.65269098,17.754836,19.00009819,21.26218364,24.1159551
2.4,13.25814823,14.00297675,14.94924254,15.71861277,16.65314172,17.7526265,18.99949426,21.27783666,24.17983382
2.5,13.29126666,14.0263485,14.96287841,15.72654199,16.65672647,17.75461213,19.00425325,21.3011162,24.25515084
2.6,13.32196135,14.04814513,14.9759276,15.73462552,16.66131108,17.75854988,19.01204171,21.32961753,24.33961249
2.7,13.34858916,14.0665935,14.98646969,15.74083786,16.66475973,17.76219797,19.02052938,21.36094458,24.43095741
2.8,13.36948238,14.07990402,14.99257531,15.74314875,16.66493502,17.76331505,19.02738778,21.39270787,24.52695598
2.9,13.3831049,14.08643174,14.99247362,15.73969568,16.65987654,17.75984543,19.03048215,21.42272663,24.62562104
3,13.38940283,14.0860814,14.98602429,15.73030823,16.64938545,17.75156935,19.02958809,21.45083946,24.72707588
3.1,13.38917667,14.07965042,14.97402591,15.71579024,16.63427742,17.73932456,19.02558172,21.4780478,24.83265523
3.2,13.38323282,14.06794422,14.95728738,15.69695747,16.61538149,17.7239636,19.01935503,21.50537089,24.9437171
3.3,13.37237131,14.05176344,14.9366145,15.67462375,16.593526,17.7063392,19.01180096,21.53383023,25.06162539
3.4,13.35738407,14.03190211,14.91280825,15.64959929,16.56953681,17.68730279,19.00381201,21.56444824,25.18774676
3.5,13.33905367,14.00914635,14.88666337,15.62268928,16.54423614,17.66770335,18.99627924,21.59824722,25.32344749
3.6,13.31815224,13.98427332,14.85896736,15.594693,16.51844165,17.64838668,18.99009177,21.6362487,25.47009015
3.7,13.29544089,13.95805058,14.8304999,15.56640324,16.49296605,17.63019515,18.98613653,21.67947309,25.62903039
3.8,13.27166938,13.93123577,14.80203258,15.53860614,16.46861703,17.61396781,18.9852986,21.72893968,25.80161371
3.9,13.24755527,13.90455453,14.77430503,15.51205577,16.44616976,17.60051015,18.98842733,21.78562401,25.98911394
4,13.22353735,13.87843814,14.74774083,15.48717061,16.42603752,17.59023031,18.99592742,21.84994361,26.19202313
4.1,13.19986051,13.85311407,14.72254552,15.46413797,16.40838409,17.58326145,19.00789275,21.92191222,26.41022517
4.2,13.17675981,13.82880171,14.69891846,15.44314007,16.39336867,17.57973103,19.02440691,22.00150827,26.64347749
4.3,13.15446506,13.8057171,14.6770577,15.42435909,16.38115122,17.57976645,19.04554877,22.08867898,26.89140822
4.4,13.13320166,13.78407359,14.65716058,15.40797765,16.37189274,17.58349501,19.07139194,22.18333685,27.15350408
4.5,13.11319127,13.76408252,14.63942427,15.3941793,16.36575559,17.59104403,19.10200427,22.28535632,27.42909993
4.6,13.09465268,13.74595393,14.62404631,15.38314895,16.36290388,17.60254097,19.13744739,22.3945707,27.71737017
4.7,13.07780245,13.72989712,14.61122523,15.37507341,16.36350383,17.61811353,19.17777638,22.51076939,28.01732207
