age_to_use,0.4,2,10,25,50,75,90,98,99.6
0,1.435426756,1.977613954,2.489831804,2.81007169,3.126326937,3.432383981,3.722690104,4.150218415,4.564268763
0.1,1.941881028,2.619165544,3.267837996,3.678888781,4.088617247,4.488230509,4.869659745,5.434916766,5.985783049
0.2,2.469449555,3.265740951,4.039960534,4.537121662,5.037230992,5.528772625,6.000905735,6.705058274,7.395711079
0.3,2.97710666,3.866721731,4.745374942,5.316946343,5.897071242,6.471630392,7.026991378,7.8606599,8.683775766
0.4,3.431998988,4.38530992,5.341866053,5.971951746,6.617072496,7.260847012,7.887049149,8.83327016,9.773897588
0.5,3.816317108,4.805231337,5.812969878,6.484805959,7.178546038,7.876019199,8.558750751,9.597310515,10.63698773
0.6,4.1295292,5.13156831,6.167943889,6.866877149,7.594590701,8.331621409,9.057643481,10.16957462,11.29074946
0.7,4.386768345,5.387358783,6.436881303,7.152508804,7.903616621,8.669878823,9.42947454,10.60086095,11.79076746
0.8,4.615421336,5.608687535,6.664372398,7.391790921,8.161260069,8.95188767,9.740596229,10.96540212,12.21908795
0.9,4.843538003,5.830508163,6.892531807,7.631669784,8.419490454,9.234699973,10.05307239,11.33297778,12.65336622
1,5.075846402,6.058526291,7.128182123,7.879754925,8.686751318,9.527618554,10.37707376,11.71515669,13.10671396
1.1,5.311626432,6.291779811,7.370205981,8.134845781,8.961759857,9.829281578,10.71117271,12.11046461,13.57773277
1.2,5.549995746,6.529140859,7.617312994,8.395560878,9.243041696,10.13812185,11.05371955,12.517175,14.06474226
1.3,5.789888878,6.769303089,7.868028101,8.660325824,9.528918039,10.45235267,11.40282642,12.9332885,14.56575239
1.4,6.030044757,7.010772543,8.120682704,8.927364045,9.817495652,10.76995656,11.75635427,13.35651506,15.0784382
1.5,6.269001074,7.251862357,8.373409153,9.194690917,10.10666033,11.0886777,12.11190346,13.78425995,15.60011745
1.6,6.505094299,7.490691591,8.624139207,9.460111946,10.39407456,11.40601864,12.46680899,14.21361425,16.12773236
1.7,6.736464683,7.725188596,8.870607076,9.721225699,10.67718019,11.71924227,12.818141,14.64135094,16.65783636
1.8,6.961069093,7.953102734,9.110361488,9.975436255,10.95321112,12.02538451,13.1627169,15.06393335,17.18659352
1.9,7.177418637,8.172828516,9.341690603,10.22095262,11.22027588,12.32242664,13.49836702,15.47893204,17.711355
2,7.385653167,8.384595066,9.564948531,10.45821909,11.47890648,12.61097498,13.82575358,15.88707587,18.23296534
2.1,7.586270638,8.589025758,9.78092529,10.6881485,11.73014178,12.89218508,14.14613119,16.28974816,18.75297284
2.2,7.779902409,8.786885786,9.990563156,10.91181575,11.97519577,13.16740299,14.46095993,16.6885529,19.27313984
2.3,7.967304565,8.979073597,10.1949484,11.13044969,12.21544959,13.43815728,14.77189741,17.08530519,19.79542548
2.4,8.149349302,9.166612723,10.39530371,11.34542592,12.4524446,13.7061525,15.08079216,17.48202305,20.32196835
2.5,8.327016714,9.350644349,10.5929818,11.55826095,12.68787717,13.97326426,15.389679,17.88092093,20.85506981
2.6,8.501387273,9.532420959,10.78946036,11.77060817,12.92359539,14.2415368,15.7007768,18.28440566,21.39717853
2.7,8.673635262,9.71330134,10.98633898,11.98425592,13.16159844,14.51318312,16.01648912,18.69507526,21.95087731
2.8,8.845015498,9.894737887,11.18532713,12.20111585,13.404025,14.79057345,16.33939202,19.11570326,22.51885406
2.9,9.016336123,10.07765484,11.38751273,12.42241098,13.65225332,15.07524414,16.67115553,19.54804271,23.10263018
3,9.187575734,10.26200285,11.59284125,12.64809729,13.90625794,15.36718586,17.01176481,19.99195901,23.70165136
3.1,9.358604493,10.44761905,11.80113455,12.8779972,14.16586654,15.6662255,17.36102026,20.44708579,24.31504012
3.2,9.529259513,10.63431521,12.01219435,13.1119143,14.43088692,15.97216555,17.71868838,20.91299045,24.94176991
3.3,9.699346264,10.82187815,12.22580183,13.34963261,14.70110581,16.28478233,18.08449935,21.38917063,25.58066198
3.4,9.868639746,11.01007007,12.44171733,13.59091581,14.9762877,16.60382436,18.45814459,21.87505087,26.2303848
3.5,10.03688549,11.19862878,12.65967998,13.83550662,15.25617376,16.92901058,18.83927438,22.36997998,26.88945606
3.6,10.20380046,11.38726801,12.87940751,14.08312615,15.54048074,17.26002871,19.22749563,22.87322883,27.55624763
3.7,10.36907384,11.5756777,13.10059598,14.33347332,15.82889992,17.59653362,19.62236963,23.38398893,28.22899357
3.8,10.53236768,11.76352297,13.32291708,14.586221,16.12109225,17.93814182,20.02340685,23.90137219,28.90581118
3.9,10.69331462,11.9504054,13.54594206,14.84091791,16.41657422,18.28431513,20.42997204,24.42442968,29.58502017
4,10.85152408,12.13585852,13.76912553,15.09696519,16.71468924,18.63433145,20.84126312,24.95217409,30.2652851
4.1,11.0065935,12.31939421,13.99188773,15.35371957,17.01472541,18.98740409,21.25640997,25.48357417,30.94534354
4.2,11.1581138,12.50050848,14.21362051,15.61049948,17.31592174,19.34268769,21.67447938,26.01755555,31.62399434
4.3,11.3056748,12.67868497,14.43368894,15.86658543,17.61746756,19.69927725,22.09447462,26.5530026,32.30010114
4.4,11.44887095,12.85339883,14.65143317,16.12122076,17.91850237,20.05620771,22.51533542,27.08876037,32.97259415
4.5,11.58730727,13.02412081,14.86617061,16.37361264,18.21811604,20.41245382,22.93593849,27.62363695,33.64047048
4.6,11.72060551,13.19032165,15.07719853,16.62293351,18.51534939,20.76693069,23.35509852,28.15640608,34.30279359
4.7,11.84841033,13.35147669,15.28379684,16.86832293,18.80919538,21.11849471,23.77156986,28.68581029,34.95869256
